Name,PA,BB%,K%,AVG,OBP,SLG,OPS,WAR/PA
Luis Jimenez,509.126,4.241,14.238,0.298,0.328,0.500,0.828,1.000
Luis Rivas,465.000,9.000,14.800,0.263,0.341,0.400,0.741,0.000
Luis Sardinas,416.000,4.800,13.000,0.282,0.319,0.359,0.678,0.000
Luis Valbuena,472.000,9.700,20.300,0.302,0.372,0.476,0.848,1.000
Mac Williamson,382.000,6.500,26.200,0.244,0.301,0.423,0.724,0.000
Maikel Franco,556.000,5.400,14.600,0.257,0.299,0.428,0.727,1.000
Manuel Margot,566.000,6.400,11.300,0.304,0.351,0.426,0.777,1.000
Marc Maddox,413.000,8.500,13.600,0.263,0.336,0.349,0.685,0.000
Mark Canha,537.000,10.600,20.900,0.303,0.384,0.505,0.889,0.000
Mark Hallberg,441.383,9.841,7.828,0.271,0.346,0.373,0.719,0.000
Mark Saccomanno,511.000,6.500,22.300,0.277,0.323,0.487,0.810,0.000
Mark Trumbo,595.000,9.700,21.200,0.301,0.368,0.577,0.945,1.000
Mark Zagunis,408.000,17.200,22.800,0.267,0.404,0.455,0.859,0.000
Martin Prado,443.000,7.700,9.300,0.316,0.374,0.420,0.794,1.000
Mason Williams,437.000,6.400,15.100,0.263,0.309,0.318,0.627,0.000
Mat Gamel,545.000,8.400,15.400,0.310,0.372,0.540,0.912,0.000
Matt Angle,453.702,9.993,18.166,0.280,0.359,0.375,0.734,0.000
Matt Antonelli,540.000,14.100,15.900,0.215,0.335,0.322,0.657,0.000
Matt Camp,495.000,8.700,8.300,0.264,0.335,0.323,0.659,0.000
Matt Carpenter,535.000,15.700,12.700,0.300,0.417,0.463,0.880,1.000
Matt Carson,493.000,7.700,19.100,0.264,0.327,0.514,0.841,0.000
Matt Clark,524.323,10.995,21.844,0.291,0.365,0.502,0.866,0.000
Matt Davidson,550.229,9.571,29.780,0.225,0.307,0.403,0.710,0.000
Matt Dominguez,484.102,5.211,13.211,0.265,0.308,0.406,0.714,0.000
Matt Downs,467.000,5.400,12.400,0.300,0.343,0.491,0.834,1.000
Matt Duffy,506.878,7.802,21.390,0.265,0.335,0.441,0.776,1.000
Matt Hague,557.033,8.904,13.214,0.293,0.364,0.412,0.776,0.000
Matt Joyce,493.000,13.600,19.900,0.273,0.373,0.482,0.855,1.000
Matt Juengel,431.000,7.400,17.600,0.263,0.325,0.431,0.756,0.000
Matt LaPorta,414.966,10.386,16.559,0.281,0.368,0.500,0.867,0.000
Matt Long,411.246,10.368,17.772,0.285,0.358,0.464,0.822,0.000
Matt Macri,412.000,8.500,20.600,0.225,0.296,0.400,0.696,0.000
Matt Mangini,477.000,5.500,20.100,0.313,0.352,0.521,0.873,0.000
Matt McBride,469.000,4.100,10.000,0.344,0.365,0.535,0.900,0.000
Matt Miller,587.504,9.997,14.547,0.322,0.392,0.456,0.848,0.000
Matt Murton,424.000,9.200,12.300,0.324,0.389,0.499,0.888,1.000
Matt Olson,540.000,13.100,24.400,0.235,0.335,0.422,0.757,1.000
Matt Reynolds,490.000,6.500,18.800,0.267,0.319,0.402,0.721,0.000
Matt Skole,573.000,11.500,20.800,0.244,0.337,0.437,0.774,0.000
Matt Szczur,457.000,6.600,17.100,0.261,0.315,0.312,0.626,1.000
Matt Tolbert,477.000,7.800,11.700,0.293,0.353,0.427,0.780,0.000
Matt Tuiasosopo,503.011,11.493,23.418,0.249,0.345,0.403,0.748,0.000
Matt Williams,395.000,12.400,17.000,0.263,0.355,0.346,0.701,0.000
Matt Young,555.000,10.300,9.500,0.300,0.380,0.407,0.786,0.000
Matthew Brown,442.038,9.211,20.975,0.280,0.355,0.501,0.855,0.000
Mauro Gomez,500.229,7.407,22.287,0.307,0.363,0.551,0.914,0.000
Max Moroff,520.000,17.300,24.800,0.230,0.367,0.349,0.716,1.000
Max Ramirez,445.000,10.600,18.400,0.300,0.374,0.473,0.847,0.000
Max Stassi,425.000,5.200,24.200,0.247,0.296,0.378,0.674,0.000
Melvin Upton Jr.,470.000,13.800,18.900,0.269,0.374,0.394,0.769,1.000
Micah Johnson,516.000,7.900,20.300,0.261,0.321,0.356,0.677,0.000
Michael Almanzar,468.261,5.365,21.096,0.238,0.285,0.350,0.636,0.000
Michael Aubrey,407.000,4.900,9.300,0.290,0.323,0.436,0.759,0.000
Michael Brantley,528.000,11.200,9.100,0.267,0.350,0.361,0.711,1.000
Michael Choice,558.234,9.572,22.734,0.273,0.352,0.421,0.774,0.000
Michael Morse,472.000,7.400,16.300,0.322,0.383,0.511,0.894,1.000
Michael Reed,492.000,15.000,25.200,0.248,0.366,0.365,0.731,0.000
Michael Restovich,506.000,10.300,23.900,0.293,0.374,0.560,0.933,0.000
Michael Taylor,493.217,11.943,18.740,0.278,0.369,0.439,0.808,1.000
Michael Taylor,493.217,11.943,18.740,0.278,0.369,0.439,0.808,0.000
Miguel Negron,417.000,6.200,14.900,0.279,0.324,0.365,0.689,0.000
Mike Aviles,544.381,5.385,9.922,0.281,0.320,0.421,0.741,1.000
Mike Baxter,552.000,10.500,14.100,0.301,0.382,0.517,0.899,0.000
Mike Carp,476.882,10.391,20.151,0.264,0.351,0.480,0.831,1.000
Mike Costanzo,538.000,9.700,29.600,0.261,0.333,0.395,0.728,0.000
Mike Eylward,503.617,8.868,12.407,0.309,0.376,0.433,0.810,0.000
Mike Fontenot,418.000,11.200,15.300,0.296,0.375,0.450,0.825,1.000
Mike Freeman,435.000,7.800,11.700,0.317,0.371,0.422,0.793,0.000
Mike McDade,473.000,7.600,25.400,0.250,0.313,0.371,0.684,0.000
Mike Olt,420.000,13.100,30.000,0.197,0.302,0.368,0.671,0.000
Mike Paulk,410.000,9.500,16.800,0.262,0.333,0.426,0.760,0.000
Mike Rodriguez,502.000,10.200,11.000,0.276,0.352,0.385,0.737,0.000
Mike Rouse,402.000,10.400,16.700,0.258,0.347,0.377,0.724,0.000
Mike Tauchman,502.349,7.979,14.979,0.307,0.363,0.459,0.822,0.000
Mikie Mahtook,493.000,7.061,24.252,0.273,0.337,0.418,0.755,1.000
Mitch Maier,596.000,5.500,14.900,0.279,0.320,0.428,0.749,0.000
Mitch Moreland,412.000,11.400,15.300,0.289,0.371,0.484,0.855,1.000
Moises Sierra,417.060,6.582,23.018,0.275,0.335,0.447,0.782,0.000
Nate Gold,522.000,7.700,19.900,0.292,0.347,0.516,0.863,0.000
Nate Orf,452.939,9.713,13.727,0.306,0.384,0.454,0.837,0.000
Nate Schierholtz,439.000,3.900,13.200,0.333,0.365,0.560,0.925,1.000
Nate Spears,403.159,9.676,16.038,0.247,0.324,0.370,0.694,0.000
Nate Sutton,452.000,10.200,15.900,0.259,0.341,0.358,0.698,0.000
Nate Tenbrink,505.000,12.300,26.700,0.267,0.363,0.447,0.809,0.000
Neftali Soto,503.643,6.673,21.766,0.258,0.313,0.407,0.720,0.000
Neil Walker,483.617,5.881,17.214,0.251,0.293,0.441,0.734,1.000
Nellie Rodriguez,433.000,12.200,41.800,0.170,0.271,0.342,0.613,0.000
Nelson Cruz,435.859,11.237,21.440,0.323,0.404,0.614,1.018,1.000
Nick Ahmed,452.000,8.200,12.200,0.312,0.373,0.425,0.798,1.000
Nick Buss,567.752,8.333,15.724,0.301,0.364,0.448,0.811,0.000
Nick Castellanos,595.000,9.100,16.800,0.276,0.343,0.450,0.793,1.000
Nick Franklin,446.000,12.800,21.100,0.272,0.366,0.412,0.777,0.000
Nick Gorneault,452.000,8.400,23.500,0.283,0.343,0.499,0.842,0.000
Nick Martini,426.000,12.900,18.100,0.303,0.394,0.436,0.830,0.000
Nick Noonan,483.122,6.328,19.187,0.271,0.319,0.368,0.687,0.000
Nick Stavinoha,499.728,5.161,13.173,0.296,0.335,0.439,0.774,0.000
Nick Williams,527.000,3.600,25.800,0.258,0.287,0.427,0.714,1.000
Nicky Delmonico,429.000,10.700,17.000,0.262,0.347,0.421,0.768,0.000
Niko Goodrum,499.000,6.000,23.800,0.265,0.309,0.425,0.734,0.000
Niuman Romero,393.000,8.100,14.500,0.246,0.314,0.311,0.626,0.000
Noel Cuevas,528.000,4.700,19.300,0.312,0.353,0.487,0.840,0.000
Nolan Fontana,439.813,13.771,23.081,0.237,0.347,0.359,0.706,0.000
Nolan Reimold,401.000,13.500,15.200,0.249,0.364,0.374,0.738,0.000
Norris Hopper,410.000,4.900,6.100,0.347,0.378,0.392,0.769,1.000
O'Koyea Dickson,439.822,7.400,18.234,0.254,0.317,0.460,0.776,0.000
Omar Quintanilla,393.000,7.900,16.500,0.319,0.380,0.454,0.834,0.000
Orlando Arcia,440.000,6.600,17.500,0.267,0.320,0.403,0.723,1.000
Orlando Calixte,397.531,6.043,21.098,0.236,0.285,0.380,0.665,0.000
Oswaldo Arcia,400.000,11.300,21.500,0.326,0.410,0.639,1.049,0.000
Oswaldo Navarro,449.408,7.189,17.667,0.254,0.317,0.327,0.644,0.000
Ozzie Albies,448.000,6.300,20.100,0.285,0.330,0.440,0.771,1.000
Patrick Kivlehan,466.221,6.508,24.106,0.255,0.308,0.437,0.745,0.000
Patrick Leonard,553.000,7.200,23.700,0.268,0.327,0.408,0.735,0.000
Patrick Wisdom,506.000,7.500,29.400,0.243,0.310,0.507,0.817,0.000
Paul McAnulty,552.000,11.200,14.300,0.310,0.388,0.521,0.909,0.000
Pedro Ciriaco,502.000,2.400,14.700,0.265,0.281,0.387,0.667,0.000
Pedro Lopez,385.000,8.600,16.400,0.236,0.306,0.295,0.601,0.000
Pete Kozma,463.302,8.514,16.327,0.231,0.300,0.339,0.639,0.000
Peter Bourjos,455.000,5.300,17.100,0.314,0.364,0.498,0.861,1.000
Peter Ciofrone,421.000,9.000,15.400,0.314,0.389,0.519,0.908,0.000
Peter Mooney,455.000,9.500,13.600,0.213,0.290,0.308,0.598,0.000
Peter O'Brien,489.165,5.576,27.997,0.271,0.315,0.530,0.846,0.000
Phil Gosselin,407.000,4.700,15.200,0.344,0.379,0.487,0.866,1.000
Phillip Ervin,408.000,9.100,20.300,0.256,0.328,0.380,0.709,0.000
Phillip Evans,510.000,8.200,15.500,0.279,0.341,0.418,0.760,0.000
Preston Tucker,569.000,11.400,17.900,0.250,0.333,0.465,0.798,0.000
Rafael Ortega,487.462,10.370,12.307,0.301,0.375,0.422,0.796,0.000
Rafael Ynoa,473.000,8.000,16.500,0.297,0.356,0.419,0.775,0.000
Rajai Davis,417.000,6.500,14.100,0.283,0.335,0.348,0.683,1.000
Ramiro Pena,404.000,8.400,18.300,0.258,0.325,0.328,0.653,0.000
Ramon Flores,493.000,13.800,14.200,0.312,0.409,0.460,0.869,0.000
Ramon Santiago,402.000,4.000,15.200,0.263,0.309,0.362,0.671,1.000
Randal Grichuk,472.000,5.900,22.900,0.259,0.311,0.493,0.805,1.000
Rangel Ravelo,416.000,8.200,15.100,0.262,0.334,0.395,0.729,0.000
Ray Olmedo,408.742,6.483,13.477,0.268,0.319,0.357,0.677,0.000
Reegie Corona,428.000,8.400,13.600,0.238,0.306,0.354,0.660,0.000
Reggie Abercrombie,557.000,5.200,28.500,0.271,0.314,0.412,0.726,1.000
Reggie Willits,437.000,17.600,11.400,0.327,0.448,0.426,0.874,1.000
Reid Brignac,428.147,8.485,17.357,0.258,0.325,0.387,0.712,0.000
Renato Nunez,541.633,7.175,24.012,0.238,0.298,0.464,0.762,0.000
Rey Fuentes,445.000,6.700,16.200,0.308,0.360,0.422,0.781,0.000
Rey Navarro,487.502,7.952,13.427,0.271,0.329,0.377,0.705,0.000
Rhyne Hughes,425.000,6.800,28.500,0.258,0.314,0.410,0.723,0.000
Rhys Hoskins,475.000,13.500,15.800,0.284,0.385,0.581,0.966,1.000
Rich Poythress,416.000,11.100,18.500,0.252,0.337,0.430,0.767,0.000
Richie Shaffer,522.200,12.681,30.973,0.227,0.334,0.418,0.751,1.000
Rick Ankiel,423.000,5.900,21.300,0.267,0.314,0.568,0.883,1.000
Ricky Bell,389.000,4.400,17.200,0.212,0.248,0.288,0.537,0.000
Rio Ruiz,487.785,10.639,23.456,0.260,0.340,0.421,0.761,0.000
Rob Brantly,392.000,5.100,15.600,0.255,0.291,0.341,0.631,0.000
Rob Cosby,487.000,4.300,19.900,0.252,0.293,0.428,0.721,0.000
Rob Johnson,464.002,8.200,13.250,0.286,0.347,0.406,0.753,0.000
Rob Refsnyder,525.000,10.700,13.900,0.271,0.359,0.402,0.761,0.000
Rob Segedin,424.000,9.400,19.100,0.319,0.392,0.598,0.989,0.000
Robbie Grossman,408.000,13.500,20.800,0.254,0.354,0.349,0.703,1.000
Robert Andino,596.227,5.709,19.016,0.266,0.310,0.400,0.711,0.000
Roberto Lopez,476.000,7.100,15.500,0.289,0.342,0.438,0.780,0.000
Roemon Fields,388.000,8.200,16.800,0.291,0.355,0.352,0.707,0.000
Roger Kieschnick,411.768,8.282,23.079,0.267,0.328,0.479,0.807,0.000
Ronald Guzman,527.000,8.900,16.100,0.298,0.372,0.434,0.806,0.000
Ronald Torreyes,519.000,4.800,5.000,0.298,0.345,0.376,0.721,1.000
Ronny Rodriguez,485.513,4.649,18.497,0.274,0.308,0.427,0.735,0.000
