Name,H,1B,2B,HR,R,RBI,BB,IBB,SO,SB,AVG
Matt Fields,122.000,63.000,29.000,28.000,67.000,81.000,36.000,0.000,156.000,1.000,0.262
Matt Hague,142.667,102.667,28.833,10.000,62.000,71.833,52.500,1.833,71.667,4.167,0.299
Matt Joyce,114.000,61.000,35.000,16.000,73.000,66.000,67.000,3.000,98.000,14.000,0.273
Matt Juengel,103.000,63.000,25.000,11.000,57.000,53.000,32.000,2.000,76.000,0.000,0.263
Matt Kata,114.000,78.500,23.250,9.000,57.500,56.250,24.000,1.500,59.500,6.750,0.271
Matt LaPorta,100.000,59.500,21.000,18.000,59.500,61.000,43.000,1.500,68.500,0.500,0.281
Matt Long,106.667,67.667,23.000,9.000,66.000,50.667,42.667,0.667,81.000,14.333,0.276
Matt Macri,92.000,52.000,24.500,12.000,56.500,53.500,34.500,0.500,79.000,3.000,0.249
Matt Mangini,140.000,87.000,31.000,18.000,73.000,63.000,26.000,3.000,96.000,3.000,0.313
Matt McBride,151.000,93.000,42.000,10.000,73.000,87.000,19.000,0.000,47.000,0.000,0.344
Matt Miller,166.000,121.000,30.500,9.500,86.500,89.500,58.500,1.000,85.500,3.000,0.322
Matt Murton,121.000,81.000,27.000,12.000,72.000,79.000,39.000,3.000,52.000,12.000,0.324
Matt Olson,109.000,57.000,34.000,17.000,69.000,60.000,71.000,2.000,132.000,1.000,0.235
Matt Reynolds,119.000,76.000,32.000,6.000,70.000,65.000,32.000,0.000,92.000,13.000,0.267
Matt Skole,122.000,75.000,22.000,24.000,67.000,78.000,66.000,3.000,119.000,2.000,0.244
Matt Szczur,108.000,90.000,16.000,1.000,52.000,24.000,30.000,1.000,78.000,30.000,0.261
Matt Tolbert,122.000,85.000,24.000,6.000,65.000,53.000,37.000,0.000,56.000,11.000,0.293
Matt Tuiasosopo,96.333,62.500,19.167,13.000,61.167,59.000,59.333,0.500,122.500,3.833,0.238
Matt Williams,89.000,66.000,19.000,1.000,46.000,35.000,49.000,3.000,67.000,11.000,0.263
Matt Young,109.000,83.667,19.000,1.667,67.667,29.333,61.667,2.333,64.000,24.667,0.271
Matt den Dekker,77.000,54.000,14.000,8.000,41.000,44.000,40.000,0.000,110.000,20.000,0.207
Matthew Brown,110.333,60.667,30.000,17.667,67.000,65.333,40.667,0.667,92.667,4.667,0.280
Mauro Gomez,125.000,68.333,29.667,25.667,66.333,79.000,38.667,4.000,116.667,3.000,0.288
Max Moroff,97.000,67.000,18.000,8.000,61.000,45.000,90.000,1.000,129.000,9.000,0.230
Max Ramirez,112.000,81.500,17.500,13.000,51.000,66.000,46.500,1.500,92.500,0.000,0.281
Max Stassi,97.000,66.000,20.000,9.000,49.000,45.000,22.000,1.000,103.000,1.000,0.247
Melvin Upton Jr.,107.000,77.000,18.000,8.000,72.000,41.000,65.000,0.000,89.000,46.000,0.269
Micah Hoffpauir,121.000,62.000,35.000,22.000,81.000,95.000,56.000,2.000,74.000,1.000,0.283
Micah Johnson,121.000,90.000,23.000,5.000,72.000,37.000,41.000,0.000,105.000,26.000,0.261
Michael Almanzar,101.667,70.667,22.000,7.667,37.667,44.667,24.667,1.000,97.000,0.667,0.240
Michael Aubrey,97.500,54.000,27.000,15.000,46.500,60.000,28.500,4.500,49.000,2.000,0.262
Michael Brantley,122.000,93.000,21.000,6.000,80.000,37.000,59.000,1.000,48.000,46.000,0.267
Michael Choice,132.000,88.000,29.500,13.500,74.000,78.000,53.000,0.000,126.000,2.000,0.270
Michael Martinez,105.000,71.000,24.000,5.000,53.000,42.000,32.000,0.000,60.000,11.000,0.289
Michael Morse,137.000,92.000,26.000,16.000,59.000,86.000,35.000,3.000,77.000,2.000,0.322
Michael Reed,102.000,72.000,20.000,8.000,68.000,45.000,74.000,1.000,124.000,20.000,0.248
Michael Restovich,122.667,69.000,28.000,22.667,66.667,68.000,47.667,4.000,115.667,1.667,0.284
Michael Ryan,98.667,63.000,21.333,12.000,50.000,52.333,35.333,5.333,76.000,1.333,0.267
Michael Taylor,117.600,76.800,26.000,12.600,68.000,72.600,59.000,1.200,93.000,12.200,0.277
Michel Abreu,121.000,82.000,24.000,15.000,62.000,66.000,38.000,1.000,59.000,1.000,0.285
Miguel Negron,107.000,85.000,15.000,4.000,41.000,38.000,26.000,0.000,62.000,14.000,0.279
Mike Aviles,141.500,100.500,24.000,12.500,65.000,62.000,29.000,0.500,53.500,9.500,0.280
Mike Baxter,132.000,83.000,27.500,12.500,80.500,54.000,51.500,1.000,82.500,17.000,0.295
Mike Carp,108.500,64.500,21.000,22.000,66.500,70.000,49.500,1.000,96.000,0.500,0.264
Mike Cervenak,132.500,92.667,26.833,11.500,62.500,64.333,25.500,2.000,57.667,2.500,0.298
Mike Costanzo,126.000,85.000,28.000,11.000,56.000,63.000,52.000,4.000,159.000,2.000,0.261
Mike Eylward,136.500,100.500,26.500,9.500,64.500,71.000,44.500,1.500,62.000,1.000,0.309
Mike Fontenot,109.000,74.333,28.000,5.000,47.333,42.000,42.333,1.667,78.667,5.333,0.279
Mike Freeman,133.000,101.000,23.000,3.500,75.000,40.000,42.500,2.000,72.500,11.000,0.316
Mike Hessman,97.000,45.625,22.375,27.000,62.500,69.250,54.500,2.125,135.250,2.875,0.233
Mike Jacobs,135.333,81.000,32.000,21.000,76.000,95.000,55.667,3.333,103.667,1.333,0.290
Mike Kinkade,125.000,92.000,26.000,4.000,59.000,50.000,29.000,3.000,56.000,6.000,0.328
Mike Lamb,116.000,80.000,29.000,5.000,44.000,53.000,21.000,2.000,34.000,0.000,0.264
Mike McCoy,114.500,87.500,21.000,3.000,76.000,37.000,69.500,0.500,69.000,34.500,0.276
Mike McDade,107.000,75.000,22.000,10.000,39.000,53.000,36.000,1.000,120.000,1.000,0.250
Mike Olt,71.000,38.000,18.000,14.000,48.000,40.000,55.000,2.000,126.000,0.000,0.197
Mike Paulk,96.000,60.000,20.000,8.000,59.000,59.000,39.000,2.000,69.000,4.000,0.262
Mike Rodriguez,121.000,92.000,16.000,6.000,70.000,38.000,51.000,2.000,55.000,28.000,0.276
Mike Rose,78.000,41.000,20.000,17.000,42.000,41.000,45.000,2.000,104.000,2.000,0.231
Mike Rouse,93.000,67.500,19.500,5.500,50.500,42.500,30.500,0.000,76.000,5.500,0.253
Mike Tauchman,137.500,94.500,27.000,8.500,77.000,65.500,40.000,2.500,75.000,19.500,0.308
Mikie Mahtook,119.500,77.000,30.000,8.000,45.500,56.500,34.000,2.000,117.500,14.000,0.270
Mitch Jones,107.000,52.000,28.000,25.000,61.667,78.333,39.000,2.000,117.333,6.333,0.259
Mitch Maier,152.000,104.000,29.000,14.000,75.000,62.000,33.000,0.000,89.000,7.000,0.279
Mitch Moreland,102.000,59.000,29.000,12.000,52.000,65.000,47.000,2.000,63.000,2.000,0.289
Moises Sierra,110.667,76.000,18.667,13.000,57.000,60.667,31.333,1.000,91.000,12.333,0.281
Nate Espy,98.000,63.000,25.000,10.000,44.000,48.000,51.000,1.000,81.000,2.000,0.275
Nate Gold,129.000,75.500,27.000,24.500,73.500,96.500,50.500,0.500,112.500,0.000,0.273
Nate Orf,116.500,78.500,25.500,5.500,76.500,51.000,43.000,1.000,61.000,6.500,0.304
Nate Schierholtz,137.000,83.000,31.000,16.000,67.000,68.000,17.000,3.000,58.000,10.000,0.333
Nate Spears,88.000,60.000,18.000,6.000,47.000,37.500,39.000,1.000,64.500,4.500,0.246
Nate Sutton,103.000,75.000,19.000,2.000,63.000,38.000,46.000,1.000,72.000,13.000,0.259
Nate Tenbrink,115.000,72.000,24.000,15.000,77.000,60.000,62.000,0.000,135.000,12.000,0.267
Neftali Soto,119.500,79.500,25.500,14.500,54.500,60.000,33.500,2.000,109.500,2.500,0.258
Neil Sellers,93.000,61.000,25.000,6.000,32.000,39.000,37.000,1.000,81.000,0.000,0.236
Neil Walker,108.000,60.500,28.000,15.000,53.500,74.500,27.500,0.500,81.000,7.500,0.253
Nellie Rodriguez,64.000,33.000,14.000,17.000,38.000,49.000,53.000,1.000,181.000,0.000,0.170
Nelson Cruz,121.500,71.000,20.000,28.500,80.500,86.000,49.000,3.000,93.500,20.500,0.322
Nick Ahmed,127.000,93.000,26.000,4.000,57.000,47.000,37.000,2.000,55.000,14.000,0.312
Nick Buss,141.333,99.667,22.667,11.000,76.000,74.333,40.333,1.333,77.000,14.667,0.317
Nick Castellanos,147.000,91.000,37.000,18.000,81.000,76.000,54.000,2.000,100.000,4.000,0.276
Nick Evans,161.000,107.000,37.000,17.000,79.000,94.000,59.000,0.000,111.000,0.000,0.310
Nick Franklin,103.000,73.000,18.000,11.000,53.000,56.000,57.000,3.000,94.000,11.000,0.272
Nick Gorneault,111.000,67.333,22.333,17.667,69.000,64.333,47.333,1.000,103.333,10.333,0.267
Nick Green,106.333,66.333,22.333,15.000,53.000,59.667,28.000,0.000,97.667,4.000,0.260
Nick Martini,109.000,78.000,20.000,6.000,60.000,55.000,55.000,2.000,77.000,5.000,0.303
Nick Noonan,117.500,89.000,21.000,6.000,51.500,43.000,30.000,1.000,91.000,6.500,0.267
Nick Stavinoha,139.667,96.000,23.333,19.000,67.000,77.333,31.667,0.667,77.000,4.667,0.289
Nick Williams,128.000,76.000,33.000,13.000,78.000,64.000,19.000,1.000,136.000,6.000,0.258
Nicky Delmonico,99.000,66.000,18.000,12.000,55.000,45.000,46.000,3.000,73.000,4.000,0.262
Niko Goodrum,122.000,79.000,25.000,13.000,71.000,66.000,30.000,0.000,119.000,11.000,0.265
Niuman Romero,86.000,69.000,14.000,3.000,42.000,20.000,32.000,0.000,57.000,14.000,0.246
Noel Cuevas,154.000,110.000,17.000,15.000,79.000,79.000,25.000,3.000,102.000,16.000,0.312
Nolan Fontana,85.000,55.667,20.667,5.333,57.667,39.333,60.333,0.667,101.333,8.000,0.236
Nolan Reimold,84.000,62.000,12.000,10.000,52.000,37.000,54.000,0.000,61.000,9.000,0.249
Norris Hopper,126.333,111.333,13.000,0.000,49.000,33.000,30.667,0.333,31.000,23.333,0.305
O'Koyea Dickson,100.000,56.500,24.500,18.500,59.000,63.000,32.500,1.000,80.000,3.000,0.254
Omar Infante,138.000,104.000,31.000,3.000,46.000,37.000,24.000,2.000,50.000,3.000,0.282
Omar Quintanilla,111.000,74.000,30.000,3.000,54.000,43.000,31.000,0.000,65.000,3.000,0.319
Orlando Arcia,108.000,75.000,19.000,8.000,59.000,53.000,29.000,2.000,77.000,15.000,0.267
Orlando Calixte,86.500,59.000,13.000,11.000,43.000,35.000,24.000,1.000,84.000,20.500,0.236
Oscar Robles,90.000,73.000,13.000,4.000,34.000,48.000,40.000,0.000,39.000,0.000,0.249
Oscar Salazar,140.000,82.000,42.000,13.000,73.000,85.000,42.000,1.000,56.000,8.000,0.316
Oswaldo Arcia,111.000,57.000,25.000,24.000,79.000,87.000,45.000,1.000,86.000,0.000,0.326
Oswaldo Navarro,102.000,78.000,21.000,2.500,49.000,38.000,32.000,0.000,78.500,3.000,0.255
Ozzie Albies,117.000,79.000,21.000,9.000,67.000,41.000,28.000,1.000,90.000,21.000,0.285
Patrick Kivlehan,107.500,67.000,21.500,17.000,52.000,61.000,30.000,0.500,110.500,9.500,0.255
Patrick Leonard,135.000,90.000,32.000,12.000,69.000,70.000,40.000,0.000,131.000,15.000,0.268
Patrick Wisdom,111.000,54.000,25.000,31.000,68.000,89.000,38.000,0.000,149.000,2.000,0.243
Paul Janish,97.000,72.000,20.000,3.000,35.000,36.000,28.000,0.000,53.000,1.000,0.268
Paul McAnulty,124.000,72.333,32.667,17.000,61.000,70.667,51.333,1.667,88.667,2.000,0.282
Paulo Orlando,151.000,115.000,21.000,6.000,61.000,63.000,39.000,1.000,86.000,34.000,0.301
Pedro Alvarez,131.000,73.000,31.000,26.000,60.000,89.000,42.000,2.000,137.000,1.000,0.239
Pedro Ciriaco,126.000,88.000,24.000,6.000,63.000,57.000,12.000,1.000,74.000,19.000,0.265
Pedro Lopez,80.000,65.000,12.000,2.000,38.000,27.000,33.000,0.000,63.000,4.000,0.236
Pete Kozma,94.000,68.000,18.750,6.000,54.000,49.000,37.250,1.000,79.250,7.500,0.226
Pete Orr,115.000,75.500,22.500,10.500,56.500,47.500,30.000,1.500,83.500,21.500,0.255
Peter Bourjos,130.000,92.000,13.000,13.000,85.000,52.000,24.000,1.000,78.000,27.000,0.314
Peter Ciofrone,116.000,79.000,16.000,18.000,70.000,53.000,38.000,1.000,65.000,1.000,0.314
Peter Mooney,86.000,60.000,18.000,4.000,49.000,34.000,43.000,2.000,62.000,2.000,0.213
Peter O'Brien,121.000,61.500,27.500,25.000,70.500,91.000,27.000,0.000,135.500,1.500,0.269
Phil Gosselin,130.000,91.000,29.000,5.000,58.000,31.000,19.000,1.000,62.000,6.000,0.344
Phillip Ervin,93.000,64.000,20.000,7.000,46.000,40.000,37.000,0.000,83.000,23.000,0.256
Phillip Evans,130.000,90.000,26.000,11.000,58.000,56.000,42.000,0.000,79.000,2.000,0.279
Prentice Redman,123.000,64.000,35.000,21.000,84.000,66.000,33.000,2.000,77.000,7.000,0.297
Preston Tucker,123.000,72.000,20.000,24.000,84.000,96.000,65.000,2.000,102.000,2.000,0.250
Quintin Berry,94.333,77.667,12.667,2.667,48.333,35.000,50.000,0.000,88.667,31.667,0.257
Rafael Ortega,129.000,92.000,26.500,4.000,67.500,47.500,50.500,1.500,60.000,21.500,0.301
Rafael Ynoa,126.500,89.000,30.500,4.000,65.500,32.500,41.500,2.000,82.000,7.000,0.279
Rajai Davis,109.000,89.000,17.000,2.000,53.000,21.000,27.000,0.000,59.000,45.000,0.283
Ramiro Pena,108.000,84.000,18.500,3.000,54.000,43.000,32.000,1.000,59.000,1.000,0.283
Ramon Flores,129.000,93.000,21.000,10.000,65.000,71.000,68.000,0.000,70.000,12.000,0.312
Ramon Santiago,96.000,70.000,19.000,3.000,40.000,30.000,16.000,0.000,61.000,8.000,0.263
Randal Grichuk,113.000,63.000,23.000,25.000,73.000,71.000,28.000,2.000,108.000,8.000,0.259
Randy Ruiz,140.500,79.000,38.000,21.000,69.500,87.000,35.000,3.000,107.500,0.500,0.320
Rangel Ravelo,96.000,64.000,23.000,8.000,60.000,54.000,34.000,4.000,63.000,1.000,0.262
Raul Gonzalez,105.000,73.000,23.000,7.000,49.000,56.000,54.000,2.000,59.000,4.000,0.263
Ray Olmedo,103.000,80.167,17.000,2.833,47.000,35.833,25.500,1.500,68.833,9.833,0.259
Reegie Corona,92.000,62.000,20.000,5.000,46.000,31.000,36.000,1.000,58.000,14.000,0.238
Reggie Abercrombie,140.000,95.000,28.000,11.000,64.000,52.000,29.000,2.000,159.000,26.000,0.271
Reggie Willits,115.000,90.000,18.000,3.000,85.000,39.000,77.000,2.000,50.000,31.000,0.327
Reid Brignac,96.600,66.400,20.000,8.400,48.600,44.200,41.400,0.600,83.400,4.200,0.259
Reid Gorecki,106.000,64.000,27.000,9.000,57.000,49.000,34.000,2.000,73.000,14.000,0.286
Renato Nunez,116.500,63.500,23.500,27.500,67.500,76.500,39.000,1.000,130.000,2.000,0.238
Rey Fuentes,122.000,99.000,10.000,9.000,70.000,46.000,30.000,1.000,72.000,29.000,0.308
Rey Navarro,115.500,84.500,23.500,6.500,54.000,52.500,37.500,0.500,63.500,5.500,0.270
Reynaldo Rodriguez,128.000,71.000,34.000,16.000,81.000,80.000,39.000,0.000,82.000,13.000,0.255
Rhyne Hughes,100.000,63.000,25.000,10.000,44.000,39.000,29.000,2.000,121.000,8.000,0.258
Rhys Hoskins,114.000,57.000,24.000,29.000,78.000,91.000,64.000,0.000,75.000,4.000,0.284
Rich Poythress,92.000,54.000,24.000,13.000,47.000,57.000,46.000,0.000,77.000,3.000,0.252
Rich Thompson,109.333,77.000,21.667,4.000,63.667,36.000,38.000,1.000,76.333,33.000,0.268
Richie Shaffer,101.000,57.500,22.500,20.500,59.000,68.500,66.000,1.000,161.500,4.000,0.227
Rick Ankiel,104.000,54.000,15.000,32.000,62.000,89.000,25.000,5.000,90.000,4.000,0.267
Ricky Bell,77.000,59.000,12.000,4.000,28.000,32.000,17.000,0.000,67.000,2.000,0.212
Rio Ruiz,111.000,71.000,24.500,13.000,50.000,59.000,51.500,2.000,113.000,1.000,0.259
Rob Brantly,93.000,72.000,15.000,4.000,38.000,37.000,20.000,1.000,61.000,0.000,0.255
Rob Cosby,114.000,71.000,24.000,18.000,54.000,66.000,21.000,1.000,97.000,1.000,0.252
Rob Johnson,120.000,84.500,28.000,7.500,56.000,44.500,38.000,1.500,61.500,7.000,0.286
Rob Refsnyder,122.000,83.000,28.000,9.000,66.000,56.000,56.000,1.000,73.000,12.000,0.271
Rob Segedin,119.000,66.000,23.000,21.000,71.000,69.000,40.000,0.000,81.000,3.000,0.319
Robbie Grossman,88.000,66.000,16.000,5.000,54.000,37.000,55.000,2.000,85.000,14.000,0.254
Robby Hammock,107.000,65.000,21.000,20.000,57.000,65.000,24.000,2.000,59.000,2.000,0.290
Robert Andino,128.200,89.600,22.400,10.800,65.800,52.000,31.400,0.200,107.000,11.800,0.256
Roberto Lopez,121.000,84.000,23.500,10.500,55.000,62.000,29.500,0.000,72.000,7.500,0.291
Roemon Fields,101.000,85.000,11.000,0.000,49.000,29.000,32.000,1.000,65.000,43.000,0.291
Roger Bernadina,108.000,68.000,23.500,12.500,63.500,58.500,53.000,2.500,107.000,20.000,0.284
Roger Kieschnick,101.000,57.333,24.667,14.333,52.667,54.667,33.000,1.000,99.000,4.000,0.265
Ronald Calloway,117.000,83.000,27.000,4.000,49.000,49.000,40.000,3.000,77.000,9.000,0.288
Ronald Guzman,140.000,103.000,22.000,12.000,78.000,62.000,47.000,2.000,85.000,4.000,0.298
Ronald Torreyes,137.000,110.000,20.000,2.000,65.000,46.000,25.000,0.000,26.000,12.000,0.298
Ronnier Mustelier,124.000,94.000,21.000,5.000,49.000,50.000,39.000,2.000,49.000,6.000,0.291
Ronny Rodriguez,123.000,85.000,21.000,13.500,59.000,61.500,22.500,0.500,90.000,9.500,0.275
Rowdy Tellez,99.000,63.000,29.000,6.000,45.000,56.000,47.000,3.000,94.000,6.000,0.222
Royce Huffman,114.000,77.250,27.750,8.250,53.000,54.500,54.750,0.750,81.000,4.500,0.279
Ruben Gotay,121.800,83.200,24.200,12.400,71.400,59.400,70.200,1.000,97.800,5.400,0.265
Rusney Castillo,104.000,77.000,20.000,2.000,55.000,34.000,24.000,0.000,68.000,9.000,0.263
Russ Adams,108.333,69.000,23.333,14.000,61.000,58.333,44.000,3.000,72.000,6.000,0.262
Russ Canzler,121.400,74.200,29.600,15.000,60.800,65.800,51.200,1.600,106.600,2.600,0.276
Russ Johnson,103.000,69.000,18.000,14.000,58.000,40.000,65.000,2.000,53.000,2.000,0.275
Russell Mitchell,127.000,75.500,30.000,19.500,81.500,78.000,42.000,1.000,70.000,1.000,0.299
Rusty Ryal,108.500,68.000,25.500,10.500,58.000,60.000,26.500,0.500,87.000,2.500,0.278
Ryan Adams,107.000,66.000,28.000,10.000,46.000,37.000,30.000,0.000,103.000,5.000,0.284
Ryan Court,102.000,68.000,21.000,10.000,49.000,44.000,46.000,0.000,125.000,5.000,0.263
Ryan Garko,85.000,56.500,14.500,13.500,42.500,53.500,43.000,1.500,64.500,2.500,0.241
Ryan Goins,100.000,74.000,21.500,3.000,39.000,38.000,28.500,0.000,74.500,3.500,0.270
Ryan Jackson,118.000,91.000,20.333,5.000,50.333,36.333,47.333,1.000,81.667,4.000,0.282
Ryan Langerhans,95.500,54.500,20.500,16.500,64.000,57.000,69.500,2.500,103.500,8.500,0.280
Ryan Lollis,94.000,78.000,10.000,3.000,46.000,40.000,42.000,2.000,56.000,6.000,0.253
Ryan Ludwick,135.000,71.000,34.000,28.000,81.000,80.000,48.000,1.000,167.000,2.000,0.266
Ryan Mulhern,138.000,84.000,36.000,16.000,67.000,76.000,40.000,2.000,133.000,1.000,0.290
Ryan O'Hearn,104.000,59.000,26.000,18.000,48.000,53.000,45.000,0.000,119.000,1.000,0.252
Ryan Raburn,124.000,71.000,29.000,20.000,68.000,79.000,51.000,1.000,120.000,16.000,0.275
Ryan Roberts,107.200,67.400,26.000,11.200,55.200,55.000,51.800,1.200,77.000,7.400,0.274
Ryan Rohlinger,111.500,67.000,28.000,13.000,72.500,64.500,49.000,1.000,73.500,3.000,0.264
Ryan Shealy,113.000,69.000,22.000,22.000,53.000,65.000,55.000,0.000,93.000,0.000,0.283
Ryan Spilborghs,131.000,93.000,27.000,9.000,64.000,69.000,48.000,2.000,103.000,7.000,0.288
Ryan Strieby,124.000,77.000,28.000,19.000,66.000,76.000,60.000,1.000,171.000,5.000,0.255
Ryan Sweeney,120.000,85.000,21.000,11.500,57.000,58.500,41.500,3.500,72.000,7.500,0.283
Ryan Wheeler,130.500,86.000,28.000,13.500,65.000,89.500,28.500,1.500,79.000,3.500,0.329
Rymer Liriano,126.500,85.000,23.000,15.500,76.000,58.000,53.000,0.500,132.500,12.500,0.274
Sam Fuld,100.000,72.000,15.000,4.000,69.000,27.000,66.000,2.000,37.000,21.000,0.272
Sawyer Carroll,98.000,69.000,15.000,8.000,46.000,56.000,42.000,0.000,69.000,10.000,0.263
Scott Cousins,117.000,78.000,20.000,14.000,74.000,49.000,32.000,3.000,78.000,12.000,0.285
Scott Hairston,123.000,74.000,22.000,26.000,83.000,81.000,52.000,2.000,78.000,3.000,0.323
Scott McClain,135.333,76.000,29.667,29.333,80.000,105.000,59.667,2.667,104.333,4.333,0.273
Scott Moore,106.667,68.000,24.667,12.667,60.333,59.000,45.667,1.000,93.000,1.333,0.267
Scott Schebler,104.000,66.000,16.000,13.000,57.000,50.000,40.000,8.000,93.000,15.000,0.241
Scott Seabol,151.000,83.000,29.000,32.000,100.000,105.000,56.000,1.000,95.000,6.000,0.300
Scott Thorman,109.750,69.500,20.000,18.500,53.750,66.500,29.500,3.750,78.250,7.250,0.265
Scott Van Slyke,117.000,64.000,34.000,18.000,68.000,67.000,46.000,1.000,64.000,5.000,0.327
Sean Barker,87.000,55.000,26.000,2.000,56.000,48.000,23.000,0.000,103.000,12.000,0.240
Sean Halton,105.333,63.667,27.000,12.000,54.000,57.000,36.000,1.667,87.667,2.000,0.280
Sean Kazmar,112.750,82.250,22.750,4.750,53.250,45.500,31.750,1.250,61.750,6.250,0.261
Sean Rodriguez,113.000,58.000,19.000,30.000,87.000,98.000,55.000,0.000,122.000,9.000,0.294
Sebastian Elizalde,140.000,111.000,15.000,8.000,39.000,60.000,35.000,5.000,70.000,4.000,0.277
Sergio Santos,96.000,64.000,26.500,5.000,49.500,42.500,22.500,0.500,84.000,3.500,0.221
Seth Bynum,122.000,76.000,24.000,19.000,58.000,67.000,31.000,0.000,138.000,6.000,0.262
Seth Mejias-Brean,99.000,74.000,18.000,6.000,41.000,45.000,31.000,0.000,91.000,5.000,0.228
Seth Smith,143.000,88.000,32.000,17.000,68.000,82.000,39.000,0.000,73.000,7.000,0.317
Shane Peterson,141.500,94.500,32.500,11.500,85.500,84.500,71.500,2.500,133.000,14.000,0.279
Shane Robinson,96.500,69.500,19.500,3.500,55.000,43.500,28.000,0.500,39.500,15.500,0.279
Shawn Garrett,101.500,67.500,22.000,8.000,45.000,56.000,23.000,2.500,84.000,3.500,0.263
Shawn Riggans,122.000,83.000,26.000,11.000,43.000,54.000,27.000,1.000,88.000,2.000,0.293
Shelley Duncan,112.000,59.500,24.000,27.500,71.500,89.000,54.500,2.500,88.000,2.000,0.286
Sherman Johnson,89.000,61.000,17.000,8.000,54.000,45.000,60.000,0.000,85.000,16.000,0.226
Shin-Soo Choo,121.000,84.000,21.000,13.000,71.000,48.000,45.000,3.000,73.000,26.000,0.323
Skip Schumaker,113.000,94.000,13.000,3.000,47.000,27.000,23.000,1.000,48.000,11.000,0.306
Starling Marte,111.000,65.000,21.000,12.000,64.000,62.000,28.000,5.000,91.000,21.000,0.286
Stefan Gartrell,120.000,70.333,24.667,24.333,70.333,76.333,45.000,1.333,131.000,6.000,0.256
Stefen Romero,123.333,74.333,28.000,16.333,66.000,79.333,31.000,1.333,79.667,6.333,0.291
Stephen Cardullo,125.000,77.000,26.000,17.000,71.000,72.000,37.000,2.000,58.000,6.000,0.308
Stephen Parker,87.000,58.000,20.000,8.000,44.000,43.000,47.000,0.000,106.000,3.000,0.218
Stephen Piscotty,144.000,103.000,32.000,9.000,70.000,69.000,43.000,2.000,61.000,11.000,0.288
Stephen Vogt,95.000,64.000,18.000,9.000,48.000,43.000,42.000,2.000,61.000,1.000,0.272
Steve Lombardozzi,105.000,87.500,15.500,1.000,41.500,27.500,35.000,1.500,50.000,13.500,0.278
Steve Pearce,97.000,58.000,26.000,12.000,47.000,60.000,32.000,2.000,75.000,10.000,0.251
Steve Tolleson,114.000,81.000,24.000,7.667,60.333,45.000,51.667,0.667,78.667,15.000,0.278
Steven Moya,118.000,70.000,26.500,20.000,56.500,70.000,21.000,1.000,129.000,4.000,0.262
Steven Souza Jr.,121.000,76.000,25.000,18.000,62.000,75.000,52.000,3.000,75.000,26.000,0.350
T.J. Bohn,107.000,77.000,20.000,9.000,53.000,43.000,33.000,2.000,81.000,15.000,0.283
T.J. Rivera,143.000,100.000,31.000,11.000,67.000,85.000,23.000,2.000,54.000,3.000,0.353
Tagg Bozied,124.500,70.000,27.000,25.000,77.500,81.000,51.500,1.500,86.000,5.000,0.285
Taylor Davis,106.000,72.000,27.000,6.000,41.000,62.000,37.000,0.000,45.000,0.000,0.297
Taylor Featherston,102.000,62.000,23.000,13.000,56.000,37.000,25.000,1.000,98.000,6.000,0.254
Taylor Green,141.000,82.000,36.000,22.000,74.000,88.000,55.000,2.000,72.000,1.000,0.336
Taylor Harbin,147.000,96.000,43.000,5.000,73.000,70.000,21.000,2.000,52.000,18.000,0.308
Taylor Lindsey,105.000,71.000,19.000,10.000,68.000,47.000,40.000,2.000,59.000,7.000,0.238
Taylor Motter,142.000,84.000,43.000,14.000,74.000,72.000,57.000,1.000,95.000,26.000,0.292
Teoscar Hernandez,106.000,57.000,26.000,18.000,68.000,66.000,47.000,2.000,102.000,16.000,0.265
Terrmel Sledge,114.000,67.000,18.000,24.000,69.000,73.000,59.000,0.000,75.000,5.000,0.311
Terry Evans,146.000,89.333,33.333,18.667,84.667,79.000,31.333,0.667,121.667,23.667,0.297
Terry Tiffee,138.500,94.500,32.500,9.500,59.000,62.000,25.500,4.000,48.000,0.500,0.325
Thomas Neal,93.000,70.000,18.000,4.000,44.000,38.000,36.000,1.000,70.000,2.000,0.255
Tike Redman,135.000,109.000,19.000,3.000,77.000,36.000,48.000,1.000,50.000,13.000,0.292
Tim Beckham,127.000,91.000,25.000,4.000,71.000,51.000,44.000,0.000,108.000,17.000,0.276
Tim Federowicz,121.000,75.000,34.000,11.000,71.000,76.000,52.000,1.000,91.000,0.000,0.294
Tim Fedroff,124.000,104.000,13.000,6.000,65.000,48.000,72.000,0.000,118.000,22.000,0.242
Tim Raines,156.000,95.000,30.000,18.000,96.000,78.000,26.000,1.000,96.000,28.000,0.311
Tim Smalling,94.000,75.000,12.000,6.000,47.000,37.000,26.000,1.000,61.000,7.000,0.256
Tim Wheeler,102.500,72.000,20.750,7.000,58.250,42.250,39.000,1.750,96.750,11.000,0.261
Timo Perez,141.333,96.000,33.667,10.667,58.333,60.667,37.333,3.000,43.667,16.000,0.305
Todd Cunningham,115.000,87.667,19.000,5.333,61.667,46.333,42.333,0.667,65.667,20.667,0.277
Todd Frazier,124.000,71.000,32.000,17.000,71.000,66.000,45.000,6.000,127.000,14.000,0.258
Todd Linden,117.500,73.000,27.000,14.000,63.500,64.000,59.500,1.500,111.000,3.500,0.284
Tomas De La Rosa,132.000,90.000,28.000,11.000,64.000,70.000,34.000,0.000,65.000,21.000,0.288
