Name,PA,BB%,K%,AVG,OBP,SLG,OPS,WAR/PA
Wynton Bernard,587.000,6.500,12.400,0.301,0.352,0.408,0.761,0.000
Xavier Avery,627.000,7.800,24.900,0.259,0.324,0.343,0.666,0.000
Xavier Paul,482.000,10.000,23.200,0.291,0.366,0.429,0.795,0.000
Xavier Scruggs,534.270,13.094,30.592,0.242,0.354,0.465,0.820,0.000
Yadir Drake,399.000,7.000,10.300,0.269,0.323,0.335,0.658,0.000
Yairo Munoz,414.000,5.600,18.400,0.240,0.286,0.367,0.653,0.000
Yancarlos Ortiz,384.000,9.900,17.700,0.223,0.307,0.260,0.567,0.000
Yandy Diaz,564.000,13.800,11.500,0.315,0.412,0.408,0.819,1.000
Yangervis Solarte,497.000,4.800,7.600,0.329,0.367,0.466,0.834,1.000
Yasiel Balaguert,518.000,6.800,19.900,0.256,0.307,0.407,0.714,0.000
Yefri Perez,377.000,10.300,17.500,0.259,0.334,0.308,0.642,0.000
Yeison Asencio,497.243,3.827,9.758,0.293,0.326,0.422,0.747,0.000
Yem Prades,522.000,2.100,21.800,0.269,0.288,0.390,0.678,0.000
Yorman Rodriguez,502.000,9.400,23.300,0.262,0.331,0.389,0.720,0.000
Yu-Cheng Chang,508.000,10.200,26.400,0.220,0.312,0.461,0.774,0.000
Yunel Escobar,501.000,11.800,15.400,0.264,0.361,0.346,0.707,1.000
Yunesky Sanchez,523.000,4.400,7.800,0.296,0.333,0.348,0.682,0.000
Zach Collier,513.000,9.200,25.100,0.222,0.310,0.348,0.658,0.000
Zach Daeges,476.000,15.100,15.100,0.307,0.412,0.454,0.866,0.000
Zach Houchins,518.000,7.100,15.800,0.251,0.306,0.416,0.721,0.000
Zach Vincej,438.000,5.700,19.400,0.281,0.329,0.378,0.708,0.000
Zack Cox,389.000,7.500,17.700,0.293,0.355,0.432,0.787,0.000
Zack Cozart,541.000,11.600,16.100,0.262,0.360,0.398,0.758,1.000
Zack Granite,584.000,7.200,7.400,0.295,0.347,0.382,0.729,0.000
Zack Zehner,501.000,12.800,25.000,0.260,0.355,0.408,0.764,0.000
Zelous Wheeler,495.910,11.285,14.596,0.275,0.374,0.421,0.795,0.000
Zoilo Almonte,451.000,5.500,22.800,0.277,0.322,0.487,0.808,0.000
